"tf_name","motif_id","gene","grn_weight"
"ZNF816","MA1719.1","AKTIP",-0.0110244817757932
"ZKSCAN3","MA1973.1","SNAI3",-0.011025322470148
"TWIST1","MA1123.2","ABCB10",-0.0111346710522764
"TFAP2B","MA0813.1","ABCB10",-0.0111491871890356
"KLF1","MA0493.2","AKTIP",-0.0111667651639294
"BATF::JUN","MA0462.2","AKTIP",-0.0112210309479349
"THRB","MA1575.1","AKTIP",-0.011278262661638
"CTCFL","MA1102.2","CSNK2B",-0.0112802740720824
"FOXO6","MA0849.1","CSNK2B",-0.0113202078051717
"ZSCAN4","MA1155.1","CCL5",-0.0113252473908867
"FOXD3","MA0041.2","AKTIP",-0.0114414485734367
"ATF4","MA0833.2","CCL5",-0.0114629339331751
"FOXJ2::ELF1","MA1952.1","ABCB10",-0.011503314418949
"USF1","MA0093.3","CCL5",-0.0116430657182155
"CTCFL","MA1102.2","SNAI3",-0.0116857919153738
"PRDM9","MA1723.1","PSD4",-0.0116939373967685
"MSANTD3","MA1523.1","CCL5",-0.0117155696990236
"ZKSCAN1","MA1585.1","CSNK2B",-0.0118058637464622
"ZNF449","MA1656.1","ABCB10",-0.0118088534586232
"KLF9","MA1107.2","AKTIP",-0.0118176464831743
"BNC2","MA1928.1","AKTIP",-0.0118450564251992
"CDX2","MA0465.2","ABCB10",-0.0119384612276699
"DLX6","MA0882.1","PSD4",-0.012162520886145
"INSM1","MA0155.1","CSNK2B",-0.0122104386042086
"BATF3","MA0835.2","PSD4",-0.0122716461469161
"ZNF135","MA1587.1","AKTIP",-0.0123405697780836
"MEF2A","MA0052.4","PSD4",-0.0123801405561337
"MSC","MA0665.1","CCL5",-0.0125272592048131
"CTCFL","MA1102.2","AKTIP",-0.0125462297957668
"ZIC5","MA1584.1","AKTIP",-0.0125612847629453
"FOSL1::JUNB","MA1137.1","PSD4",-0.0125874972414666
"PBX3","MA1114.1","AKTIP",-0.0126369129046749
"NFE2","MA0841.1","PSD4",-0.0126390714113002
