"gene","log2FC","pvalue","padj"
"NBAS",1.29038108478008,3.88787092079367e-14,5.21363490478431e-11
"RAB7A",1.06979814582384,3.97300191946646e-14,5.32779557400452e-11
"DOCK5",2.15937963242265,4.0861029607142e-14,5.47946407031774e-11
"WWOX",0.821311839374857,4.42608560448034e-14,5.93538079560814e-11
"GPBP1",-0.266883216985776,5.01495667878548e-14,6.72505690625133e-11
"NBEAL1",1.90621667247989,5.38483449833065e-14,7.2210630622614e-11
"COP1",0.724375035739802,5.7365156380751e-14,7.69266747065871e-11
"KDM4C",0.760653473182718,5.94374881563448e-14,7.97056716176584e-11
"ATP2B1",1.10202679640648,6.17826594977091e-14,8.28505463864279e-11
"JARID2",0.708867394774108,6.28006896876691e-14,8.42157248711642e-11
"PRKCE",0.890709382421305,6.28532012861013e-14,8.42861429246619e-11
"PAN3",0.597705912634428,7.59213014386067e-14,1.01810465229172e-10
"NCOA3",0.657462421155809,7.95439968389954e-14,1.06668499761093e-10
"JUN",-0.324637958478479,7.96334609114494e-14,1.06788471082254e-10
"ATF6",0.926819932337364,8.48273457445995e-14,1.13753470643508e-10
"SMYD3",0.51509775602254,1.09220260279491e-13,1.46464369034798e-10
"KIF13A",1.60080082850034,1.33569719980186e-13,1.79116994493429e-10
"PDLIM5",1.79387116231903,1.40227543176509e-13,1.88045135399698e-10
"BCAS3",0.680243084204407,1.46748477865702e-13,1.96789708817906e-10
"HIVEP2",1.09270322306113,1.55172409662815e-13,2.08086201357835e-10
"PUM1",0.761802462557737,1.59198254650982e-13,2.13484859486967e-10
"RNF19A",0.634380123602758,1.61816676334489e-13,2.1699616296455e-10
"CHD2",0.827475371670463,1.91622387192929e-13,2.56965621225717e-10
"NEAT1",0.488942567965626,2.08431447161814e-13,2.79506570643993e-10
"RALGAPA2",1.3135617146104,3.15823105196682e-13,4.2351878406875e-10
"CTNNA1",1.21933047062216,3.43540713921392e-13,4.60688097368587e-10
"SETD2",0.922373145225092,4.32832452054875e-13,5.80428318205587e-10
"GATAD2B",0.59347722908674,4.60483305295733e-13,6.17508112401577e-10
"THRB",2.92501703140442,5.11066865788104e-13,6.85340667021848e-10
"BAZ2B",0.90911709569501,5.57251291638542e-13,7.47273982087285e-10
"PTPRJ",0.265877669397598,5.6153012815754e-13,7.53011901859262e-10
"ARID2",0.799653557804237,5.74881035541979e-13,7.70915468661794e-10
"SYNE1",-0.329353378290527,6.12656129899192e-13,8.21571870194816e-10
"DST",1.8036014687762,6.17121422138297e-13,8.27559827087456e-10
"ASPH",2.19699915742695,7.64520367379721e-13,1.02522181265621e-09
"CCSER2",0.67669832978008,7.8619816963901e-13,1.05429174548591e-09
