,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEindianred,kMElightcoral,kMElightgrey,kMErosybrown,kMEwhite,kMEwhitesmoke
HSP90AB1,18,black,black,0,0.03957142898401423,-0.33418849129085626,-0.6983418829778925,-0.5698907111861171,0.6517773872391687,-0.28656780453946146,-0.7250747271612331,-0.1315019214781302
CEMIP2,18,black,black,0,0.025750851196499464,-0.7993575208724113,0.16066078639507064,-0.7500001173006735,0.5912053876106368,-0.6380502212524228,-0.24866595896067503,-0.6148877413259162
HSPD1,18,black,black,0,0.004570402879200298,-0.49601991444327553,-0.5818184920223359,-0.661804804631923,0.7352997318160376,-0.4224898977823608,-0.7490463133647308,-0.29285358970373393
AFF4,18,black,black,0,0.0045462081867131575,-0.14875419710246524,-0.6283639290512653,-0.3884968384826394,0.48681494437681083,-0.1745850391167804,-0.571017032286635,0.058263350613050276
PITPNC1,18,black,black,0,-0.00935788174597401,-0.9563556468597814,0.15226434065388114,-0.836193520195626,0.7180790145833035,-0.7302968879488322,-0.419436993691568,-0.5784650596990696
RAB7A,18,black,black,0,-0.035712797386997924,-0.48853989897436007,-0.3378070229517034,-0.623218008232244,0.6303096738781205,-0.4174582097588453,-0.5796804487222583,-0.4492401036284045
MT-ND4L,18,black,black,0,-0.05590278948381098,-0.9643946568264091,0.18407594518647155,-0.8198140740060438,0.6709180969575481,-0.7013210111955246,-0.34520791653649574,-0.5915573267623793
ARIH1,18,black,black,0,-0.08081472304852515,-0.4746446623077741,-0.34099846241887316,-0.45633442740960684,0.5718099281412391,-0.3825957809419948,-0.5783475148131481,-0.10960609539007637
SYNE2,18,black,black,0,-0.11382424029355963,-0.9425012861286054,0.14991832076548148,-0.7949864043748848,0.677653104477196,-0.6583593080025345,-0.38864685044330477,-0.6173447863514734
CCND3,18,black,black,0,-0.1537129015585047,-0.8507908911515579,0.33189436971466957,-0.6074967027993781,0.42617230880277346,-0.47994982710593653,-0.08262174374859596,-0.30056361370374396
SMCHD1,18,black,black,0,-0.28669847347805194,-0.7652592626614118,0.13701773013049134,-0.59602331494746,0.5013138607975142,-0.5094333586111788,-0.25465116642747554,-0.30378624799379317
MALAT1,18,black,black,0,-0.3851011897740146,-0.9620756543563079,0.2582786746132429,-0.668779068965944,0.5173586595626686,-0.5272049354623582,-0.22367393344239903,-0.4524379898749984
RNF213,18,black,black,0,-0.5131207168311305,-0.8694930539828569,0.41008216727008096,-0.480393646402341,0.29919612439157783,-0.36760920851941126,0.009236059400874814,-0.3301292045747306
