,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEbrown,kMEdarkgrey,kMEdimgrey,kMEfirebrick,kMEgainsboro,kMElightcoral,kMElightgrey,kMEsilver,kMEsnow,kMEwhitesmoke
LARP4,22,gainsboro,gainsboro,5,-0.32484331488434537,0.38489376543208265,0.4689841439607988,0.5621182567128417,0.04610153161411076,0.5045196551522588,0.24211337238482414,0.6615537245346951,-0.349573041557675,0.4066677173364889,0.6213718813621655
SOD2,23,gainsboro,gainsboro,5,-0.5600400947522035,0.13152708238925118,0.0460626833636345,0.38969274228395023,-0.24118786577083284,0.5030280250663006,0.011647450652284721,-0.23286750521286656,0.4334420199058722,0.17775611772710778,-0.020859050750223592
PSMA1,20,gainsboro,gainsboro,5,-0.46474100987416744,0.5780862217463074,0.12434851827962153,0.4549649056890603,0.19082590576648648,0.49834844715269566,0.40003685690324836,0.19023161657803733,-0.08622322615721081,0.34082459724814307,0.09601330203683227
RERE,25,gainsboro,gainsboro,5,-0.37033601229754287,0.4661006852462338,0.45703618613008656,0.4993077283564279,0.21293169968448747,0.46938563601346134,0.3218860223991167,0.1092531897791074,-0.1044960012554432,0.5144571512348152,0.39854440710585404
CYP51A1,21,gainsboro,gainsboro,5,-0.43883890409104853,-0.09732092076133715,0.0881161902916615,0.37943706500167806,0.18049376305086304,0.462809756212698,0.14120542589149182,0.3901190487543357,0.028982269015785402,0.20374011064346956,-0.05714428000404763
PDE3B,23,gainsboro,gainsboro,5,0.06517070743419016,-0.11414096717724909,-0.019061669107232067,0.025938721895228084,0.5366953389696136,0.45728436239959713,0.027105892863256743,0.09315564109317888,-0.2311603777847625,0.13027113838382426,-0.08235046258420828
THOC2,23,gainsboro,gainsboro,5,-0.2981176915940862,0.28168422991443615,0.22143647233703678,0.4016418851864562,0.5548801151075307,0.45627626259490706,0.26258241075993405,0.202674882243717,-0.2544926476533886,0.4706313003659712,0.7217660809064208
TENT2,23,gainsboro,gainsboro,5,-0.2999589253785777,0.29108568023714554,0.27408115164609476,0.46779241873950766,0.1325412865354682,0.45098162284696475,0.15286009606697143,0.194642660955206,-0.2072210743118654,0.35583882432227937,0.7219247064145881
KIAA0232,22,gainsboro,gainsboro,5,-0.3702508842345161,0.2744828974616619,0.38802285983125767,0.5357284107029033,-0.11454980804103673,0.44755212100241826,0.2023346513806243,0.6865276430921978,-0.3200541503540455,0.4135936917732722,0.6641618275531873
APLP2,22,gainsboro,gainsboro,5,-0.511251237063061,0.2960701774155764,0.1368570204371165,0.381785915640848,-0.12455995543357497,0.44356958484893594,0.33150160851147703,-0.04191740968051477,0.3269960619016918,0.1432621637006757,-0.2027371039187147
NBEAL1,21,gainsboro,gainsboro,5,-0.3779605416079594,0.22712616717832082,0.3107431631501157,0.5170552386196274,0.26640080908136365,0.44309840563487435,0.24931274792599156,0.5767256759685306,-0.24985796311714686,0.690738299239582,0.5754743080548179
FAM120B,23,gainsboro,gainsboro,5,-0.30440232541353973,0.3546615553830897,0.2699404447806742,0.5093353679343957,0.14462756298519006,0.4415673672318266,0.24750317043293157,0.30904227079819907,-0.30271193999260804,0.45959643722336924,0.7449258523575712
FNIP1,23,gainsboro,gainsboro,5,-0.38879013245970706,0.3865414906638142,0.3423749511860024,0.535082221485399,-0.17410818991058896,0.44130723448421144,0.2615665427465381,0.6495922907797284,-0.21998663379399275,0.4436718974072556,0.7232664359260541
DLG1,24,gainsboro,gainsboro,5,-0.34574954131424007,0.18827037932083193,0.2550743402464148,0.4635883720175816,0.2001728306913586,0.42862201837471325,0.6589956621534572,0.24497348182075734,-0.23648402475742802,0.3669112448877439,0.2514706196466558
RUNX1,25,gainsboro,gainsboro,5,-0.17810764511152374,0.22645661854128213,0.2798711277990911,0.3809860431935174,0.5828727559142466,0.42149241773339735,0.32319240944549965,0.5376479755982511,-0.44383490404409465,0.5023413938628849,0.5968167953116675
GNB1,25,gainsboro,gainsboro,5,0.15076868078901406,0.10881986855772105,0.3834652112310605,0.04876159679130274,0.18729996897972692,0.421482106862138,0.14690789861961534,0.4453386580248249,-0.571958285999113,0.273083111325846,0.5636565210376349
LINC01473,24,gainsboro,gainsboro,5,-0.5294689176628853,0.32336601224709394,0.36058081430698513,0.5945029358796277,-0.056081950491979324,0.4103939529100849,0.6353307454867968,0.2321095627993381,-0.1602495966036289,0.48804788280196043,0.3902784999127765
DCAF6,22,gainsboro,gainsboro,5,-0.2966793518524438,0.6017232640875653,0.16724245576750954,0.42446699615877,0.38877612321105903,0.40765493997133356,0.211756520041111,0.2525997962502818,-0.25463115578153506,0.44793589785402965,0.6222345500736477
CPQ,22,gainsboro,gainsboro,5,-0.3580322757743676,0.03035094462682566,0.03470193721188949,0.3194276790194084,-0.20041546084328332,0.4040754427091612,0.017826755105472995,0.13188910412632518,0.008080423966937655,0.09467989204966001,-0.04681697732259542
